"day","NEE","Date"
625,-1.114964136,2008-09-16
626,-0.956895497568,2008-09-17
627,-0.847503324,2008-09-18
628,-0.66879281016,2008-09-19
629,-0.707197176,2008-09-20
630,-0.659730852,2008-09-21
632,-0.869755752,2008-09-23
634,-0.789037308,2008-09-25
639,-0.68755149432,2008-09-30
641,-0.51916265064,2008-10-02
642,-0.4728232008,2008-10-03
646,-0.3214987848,2008-10-07
648,-0.3147148944,2008-10-09
649,-0.4785389064,2008-10-10
651,-0.267976944,2008-10-12
652,-0.50288961456,2008-10-13
655,-0.47477669616,2008-10-16
658,-0.449796564,2008-10-19
661,-0.3022339824,2008-10-22
662,-0.40944631032,2008-10-23
663,-0.45253310472,2008-10-24
665,-0.21825743112,2008-10-26
667,-0.48250933632,2008-10-28
674,-0.33290891352,2008-11-04
676,-0.071235905976,2008-11-06
678,-0.19803359952,2008-11-08
680,-0.22548124008,2008-11-10
681,-0.28050884496,2008-11-11
682,-0.20913619392,2008-11-12
683,-0.20930298048,2008-11-13
685,-0.31137407424,2008-11-15
686,-0.194599988784,2008-11-16
692,-0.17733533688,2008-11-22
699,-0.0723657888,2008-11-29
700,-0.11141138304,2008-11-30
701,-0.21814580448,2008-12-01
702,-0.1106453550888,2008-12-02
703,-0.213192019008,2008-12-03
704,-0.28588134168,2008-12-04
706,-0.04045997952,2008-12-06
707,-0.191954020104,2008-12-07
713,-0.0567431244,2008-12-13
715,0.4881652488,2008-12-15
719,-0.03004037712,2008-12-19
724,-0.146164986,2008-12-24
728,0.4672285632,2008-12-28
729,0.1587185339184,2008-12-29
734,-0.073974816,2009-01-03
739,0.057019303512,2009-01-08
743,0.1019981376,2009-01-12
744,-0.01349526744,2009-01-13
748,0.05533918056,2009-01-17
750,0.09494472024,2009-01-19
757,-0.14658646896,2009-01-26
759,0.07934436864,2009-01-28
760,0.0362531592,2009-01-29
761,0.04490853624,2009-01-30
771,-0.361227016584,2009-02-09
773,-0.22841942112,2009-02-11
777,-0.07536177144,2009-02-15
786,-0.04986580752,2009-02-24
787,-0.08306212932,2009-02-25
789,-0.11417927832,2009-02-27
793,-0.06562331424,2009-03-03
794,-0.103062882168,2009-03-04
796,-0.3810909276,2009-03-06
800,-0.1372393476,2009-03-10
801,-0.31163814504,2009-03-11
805,0.038595461256,2009-03-15
807,-0.02604610944,2009-03-17
819,-0.33218306064,2009-03-29
822,-0.0166395492,2009-04-01
828,-0.2826483115248,2009-04-07
829,-0.16189079688,2009-04-08
833,-0.081564190704,2009-04-12
835,-0.3025470239208,2009-04-14
838,-0.27233299008,2009-04-17
845,-0.26336030256,2009-04-24
846,-0.3993827904,2009-04-25
850,-0.24935563368,2009-04-29
855,-0.2183777712,2009-05-04
856,-0.19873204632,2009-05-05
857,-0.1760496984,2009-05-06
862,-0.3978525816,2009-05-11
867,-0.43103661624,2009-05-16
870,-0.54599476464,2009-05-19
884,-0.09716854176,2009-06-02
888,-0.325860624,2009-06-06
889,-0.4250289996,2009-06-07
891,-0.1820232648,2009-06-09
894,-0.289365640488,2009-06-12
897,-0.48243543408,2009-06-15
903,-0.47956346136,2009-06-21
905,-0.41163597144,2009-06-23
907,0.35348328288,2009-06-25
914,-0.37358254944,2009-07-02
916,1.1466988344,2009-07-04
919,0.0259171488,2009-07-07
924,-0.309495168,2009-07-12
928,-0.16437613392,2009-07-16
929,-0.4172361408,2009-07-17
935,0.06652051776,2009-07-23
936,-0.11136919392,2009-07-24
937,-0.04294969056,2009-07-25
945,-0.3736199952,2009-08-02
946,-0.15769410696,2009-08-03
948,-0.289611936,2009-08-05
950,-0.43346853,2009-08-07
951,-0.42433700472,2009-08-08
952,-0.264695881752,2009-08-09
953,-0.18854623152,2009-08-10
954,-0.26607156912,2009-08-11
955,-0.35034977952,2009-08-12
959,-0.157689944856,2009-08-16
963,-0.29679129432,2009-08-20
970,0.124274844,2009-08-27
972,-0.24726216168,2009-08-29
974,-0.2426469912,2009-08-31
982,-0.1964066184,2009-09-08
987,-0.592713396,2009-09-13
996,-0.847564884,2009-09-22
998,-0.862323624,2009-09-24
1003,-0.515967121584,2009-09-29
1004,-0.4437426672,2009-09-30
1005,-0.5880527208,2009-10-01
1008,-0.7964898048,2009-10-04
1009,-0.417963456,2009-10-05
1013,-0.39378042,2009-10-09
1014,-0.410624665488,2009-10-10
1016,-0.43873354728,2009-10-12
1017,-0.3553095888,2009-10-13
1019,-0.236928535056,2009-10-15
1022,-0.2797036056,2009-10-18
1023,-0.27506662776,2009-10-19
1028,-0.103891953672,2009-10-24
1030,-0.42083758872,2009-10-26
1031,-0.39209717736,2009-10-27
1034,-0.00496706904,2009-10-30
1036,-0.178590919176,2009-11-01
1043,-0.405298501632,2009-11-08
1046,-0.33076047168,2009-11-11
1047,-0.11821921488,2009-11-12
1052,-0.08500844376,2009-11-17
1053,-0.17534975472,2009-11-18
1059,0.04064746104,2009-11-24
1071,-0.0898074108,2009-12-06
1085,-0.030818647584,2009-12-20
1086,-0.0399780787464,2009-12-21
1090,0.3337942392,2009-12-25
1092,0.2929870656,2009-12-27
1093,0.4671224856,2009-12-28
1109,-0.067376820168,2010-01-13
1111,0.0332149464,2010-01-15
1112,-0.010474617816,2010-01-16
1113,-0.05560904232,2010-01-17
1121,0.105031566216,2010-01-25
1122,0.08182608768,2010-01-26
1125,0.16916035032,2010-01-29
1129,0.093169906776,2010-02-02
1133,-0.0205077255192,2010-02-06
1154,-0.096454292616,2010-02-27
1161,0.0519715656,2010-03-06
1168,-0.076939402176,2010-03-13
1172,-0.07337407032,2010-03-17
1182,-0.196555498992,2010-03-27
1184,-0.22610452536,2010-03-29
1185,-0.1428126228,2010-03-30
1186,-0.20048118624,2010-03-31
1188,-0.322837272,2010-04-02
1189,-0.31428328752,2010-04-03
1190,-0.30491570232,2010-04-04
1195,-0.3530735136,2010-04-09
1196,-0.44739593784,2010-04-10
1198,-0.5263760592,2010-04-12
1201,-0.40680584424,2010-04-15
1204,-0.2439365976,2010-04-18
1206,-0.4426453872,2010-04-20
1207,-0.7563980448,2010-04-21
1209,-0.0128225808,2010-04-23
1214,-0.7364431872,2010-04-28
1215,-0.7088300712,2010-04-29
1216,-0.98931166776,2010-04-30
1221,-0.517554792,2010-05-05
1223,-0.6725905848,2010-05-07
1224,-0.9735927408,2010-05-08
1225,-0.7399674,2010-05-09
1226,-0.6684362352,2010-05-10
1228,-0.97721858808,2010-05-12
1229,-0.84323215728,2010-05-13
1230,-0.89788080096,2010-05-14
1231,-0.7637332968,2010-05-15
1234,-0.6371070984,2010-05-18
1239,-0.80521567344,2010-05-23
1240,-0.7374295188,2010-05-24
1242,-0.629798723712,2010-05-26
1247,-0.47099205864,2010-05-31
1248,-0.4283943697584,2010-06-01
1249,-0.408850922088,2010-06-02
1254,-0.215003448576,2010-06-07
1256,-0.19616672664,2010-06-09
1258,-0.59215799952,2010-06-11
1262,-0.41336270136,2010-06-15
1266,-0.13759704144,2010-06-19
1268,-0.004741055064,2010-06-21
1271,-0.19986468984,2010-06-24
1277,0.2278335384,2010-06-30
1278,-0.0056923992,2010-07-01
1286,-0.3810618,2010-07-09
1289,0.053754516,2010-07-12
1294,-0.23394065112,2010-07-17
1307,-0.5610584664,2010-07-30
1322,-0.23822865936,2010-08-14
1334,-0.43055398584,2010-08-26
1335,-0.41631374304,2010-08-27
1336,-0.39776778648,2010-08-28
1339,-0.2595713256,2010-08-31
1340,-0.22403880504,2010-09-01
1342,-0.2529115596,2010-09-03
1343,-0.33405139368,2010-09-04
1344,-0.218089476,2010-09-05
1349,-0.23394010248,2010-09-10
1353,-0.14002012728,2010-09-14
1356,-0.1427340744,2010-09-17
1357,-0.0436769172,2010-09-18
1360,0.4967229096,2010-09-21
1369,-0.0885923352,2010-09-30
1376,-0.37338820776,2010-10-07
1382,-0.32326425,2010-10-13
1392,0.02471722776,2010-10-23
1393,-0.0857261124,2010-10-24
1395,-0.229094892,2010-10-26
1396,-0.1804311684576,2010-10-27
1397,-0.1995715044,2010-10-28
1402,-0.20764768608,2010-11-02
1404,-0.29048895864,2010-11-04
1405,-0.23540663016,2010-11-05
1406,-0.2292627024,2010-11-06
1407,-0.19641312648,2010-11-07
1410,-0.3970056888,2010-11-10
1416,-0.134521182,2010-11-16
1420,-0.215601067224,2010-11-20
1422,-0.35577888984,2010-11-22
1426,0.2291515488,2010-11-26
1429,0.16087471344,2010-11-29
1431,0.144252698904,2010-12-01
1443,-0.020635031016,2010-12-13
1462,0.41572444968,2011-01-01
1463,0.3991126608,2011-01-02
1469,0.08353658736,2011-01-08
1471,0.05230447128,2011-01-10
1472,0.2878415784,2011-01-11
1480,0.0277697916,2011-01-19
1484,-0.0685685736,2011-01-23
1485,-0.04462467552,2011-01-24
1488,0.13702300632,2011-01-27
1496,0.4984269336,2011-02-04
1497,0.08956979568,2011-02-05
1498,0.04884477768,2011-02-06
1499,0.06598368,2011-02-07
1506,0.08137488096,2011-02-14
1568,0.16386679296,2011-04-17
1569,-0.02790258408,2011-04-18
1595,-0.2769167088,2011-05-14
1616,-0.111828654,2011-06-04
1618,-0.162438966,2011-06-06
1656,0.4477776336,2011-07-14
1659,0.009773230824,2011-07-17
1660,-0.047080993392,2011-07-18
1663,0.2034213696,2011-07-21
1679,0.44941512096,2011-08-06
1688,0.06743314152,2011-08-15
1689,0.1007106264,2011-08-16
1709,-0.1084246776,2011-09-05
1730,-0.06729451488,2011-09-26
1735,-0.18547032024,2011-10-01
1740,-0.0831890952,2011-10-06
1746,-0.0115992756,2011-10-12
1752,-0.15353661888,2011-10-18
1753,-0.28858610232,2011-10-19
1754,-0.1154509343208,2011-10-20
1755,-0.159180105528,2011-10-21
1757,-0.10396297944,2011-10-23
1769,-0.21049877808,2011-11-04
1776,-0.11702272824,2011-11-11
1784,-0.217844760528,2011-11-19
1785,-0.1682980632,2011-11-20
1794,-0.086807538648,2011-11-29
1795,-0.139822902216,2011-11-30
1800,0.78472336032,2011-12-05
1810,0.2051564004,2011-12-15
1811,0.18801879408,2011-12-16
1818,0.8454315384,2011-12-23
1819,0.619986312,2011-12-24
1820,0.4416009408,2011-12-25
1821,0.3160112832,2011-12-26
1822,0.2142593856,2011-12-27
1830,0.08400464208,2012-01-04
1831,0.04469883696,2012-01-05
1832,0.0418818168,2012-01-06
1847,-0.0260906017896,2012-01-21
1852,0.06194000448,2012-01-26
1855,0.12908717496,2012-01-29
1857,-0.015670987056,2012-01-31
1872,-0.1165414392,2012-02-15
1883,-0.038375034552,2012-02-26
1888,0.14693724,2012-03-02
1889,0.081909954,2012-03-03
1890,0.09420545592,2012-03-04
1892,0.00103829256,2012-03-06
1898,-0.1555024824,2012-03-12
1903,-0.245191009608,2012-03-17
1909,-0.129726404496,2012-03-23
1912,-0.3184439832,2012-03-26
1913,-0.2030717196,2012-03-27
1918,-0.3699623808,2012-04-01
1925,-0.019932588,2012-04-08
1928,-0.37168114896,2012-04-11
1930,-0.416480612328,2012-04-13
1932,-0.253030094136,2012-04-15
1933,-0.30953737008,2012-04-16
1936,-0.00436067495999999,2012-04-19
1945,-0.20288297664,2012-04-28
1949,-0.4739461416,2012-05-02
1954,-0.2958765624,2012-05-07
1955,-0.191195412984,2012-05-08
1957,-0.39185856,2012-05-10
1962,-0.3744263448,2012-05-15
1963,-0.5208498936,2012-05-16
1964,-0.31822833528,2012-05-17
1965,-0.32862714984,2012-05-18
1968,-0.3159992736,2012-05-21
1969,-0.2497892904,2012-05-22
1970,-0.36508644864,2012-05-23
1973,-0.6040387296,2012-05-26
1977,-0.12650888448,2012-05-30
1978,-0.271880604,2012-05-31
1980,-0.2807938548,2012-06-02
1982,-0.20040495552,2012-06-04
1986,-0.29685237264,2012-06-08
1989,-0.29061157968,2012-06-11
1991,-0.24413214024,2012-06-13
1996,-0.03828024144,2012-06-18
2000,0.00609259363200001,2012-06-22
2002,-0.28889735616,2012-06-24
2003,-0.258773237352,2012-06-25
2009,-0.2399421528,2012-07-01
2014,1.654039872,2012-07-06
2019,0.31595218776,2012-07-11
2020,-0.000783086400000008,2012-07-12
2021,-0.1094445864,2012-07-13
2022,-0.363915288,2012-07-14
2029,-0.3390043752,2012-07-21
2030,-0.5355924012,2012-07-22
2033,-0.2787605928,2012-07-25
2036,-0.50161584528,2012-07-28
2038,-0.329012388,2012-07-30
2049,-0.29101854528,2012-08-10
2050,-0.2743403688,2012-08-11
2060,-0.319438089072,2012-08-21
2064,-0.059213003832,2012-08-25
2084,0.4567711608,2012-09-14
2085,0.34532131896,2012-09-15
2087,0.10520844624,2012-09-17
2093,-0.18845676,2012-09-23
2102,-0.14469862896,2012-10-02
2105,-0.077990108904,2012-10-05
2122,-0.18408942792,2012-10-22
2124,-0.159112028376,2012-10-24
2162,-0.00477984672,2012-12-01
2166,-0.12839069592,2012-12-05
2193,0.2252635272,2013-01-01
2194,0.5639630184,2013-01-02
2195,0.475547544,2013-01-03
2200,0.19445487264,2013-01-08
2207,0.651833352,2013-01-15
2209,0.1898296452,2013-01-17
2219,0.09811471572,2013-01-27
2223,0.05044767912,2013-01-31
2224,0.08898079824,2013-02-01
2240,-0.098522626104,2013-02-17
2249,0.1566550212696,2013-02-26
2250,0.14465628432,2013-02-27
2257,-0.21008908872,2013-03-06
2272,0.188869612464,2013-03-21
2278,-0.13086715968,2013-03-27
2280,-0.037310937984,2013-03-29
2283,-0.11904299136,2013-04-01
2289,-0.01964108952,2013-04-07
2294,-0.157385711016,2013-04-12
2326,-0.1244934792,2013-05-14
2374,1.2645345672,2013-07-01
2383,0.21622583232,2013-07-10
2391,0.031024512,2013-07-18
2392,0.1038520224,2013-07-19
2393,-0.2940724872,2013-07-20
2396,-0.22077363672,2013-07-23
2404,-0.9344150496,2013-07-31
2417,-0.5670924912,2013-08-13
2433,-0.81710414928,2013-08-29
2434,-0.5339360808,2013-08-30
2435,-0.4305344616,2013-08-31
2439,-0.311795352,2013-09-04
2440,-0.6897057552,2013-09-05
2443,-0.53756874936,2013-09-08
2444,-0.6050583684,2013-09-09
2451,-0.4333530672,2013-09-16
2453,-0.713780532,2013-09-18
2456,-1.3414041504,2013-09-21
2458,-0.531098856,2013-09-23
2462,-0.7522423776,2013-09-27
2467,-0.9759069648,2013-10-02
2468,-0.9234330048,2013-10-03
2470,-0.7311241656,2013-10-05
2478,-0.752194728,2013-10-13
2483,-0.45450623664,2013-10-18
2484,-0.53890735104,2013-10-19
2493,-0.19598530392,2013-10-28
2494,-0.4015421856,2013-10-29
2496,-0.38110911048,2013-10-31
2503,-0.12407009328,2013-11-07
2505,-0.16261082316,2013-11-09
2513,-0.1981227384,2013-11-17
2515,-0.27990557208,2013-11-19
2535,0.388686384,2013-12-09
2552,0.17886550032,2013-12-26
2553,0.070733350008,2013-12-27
2567,0.032428380456,2014-01-10
2575,0.043869497184,2014-01-18
2577,0.14098946616,2014-01-20
2582,0.12841633836,2014-01-25
2584,-0.14137534584,2014-01-27
2585,-0.07278651576,2014-01-28
2586,0.006047672544,2014-01-29
2587,-0.01238658264,2014-01-30
2592,-0.021556638216,2014-02-04
2603,-0.0139366958616,2014-02-15
2606,-0.061187284872,2014-02-18
2610,-0.011670713928,2014-02-22
2616,-0.14020292376,2014-02-28
2625,-0.08678968776,2014-03-09
2633,-0.25453038024,2014-03-17
2663,-0.1688731632,2014-04-16
2667,0.7295796468,2014-04-20
2669,-0.310380768,2014-04-22
2670,-0.26036000208,2014-04-23
2671,-0.4108765176,2014-04-24
2677,-0.53467701912,2014-04-30
2678,-0.46526016168,2014-05-01
2680,-0.35608438188,2014-05-03
2682,-0.3395173644,2014-05-05
2683,-0.496941954984,2014-05-06
2696,-0.305872736328,2014-05-19
2697,-0.36599653656,2014-05-20
2698,-0.38532939624,2014-05-21
2709,-0.12791049336,2014-06-01
2719,-0.13842628272,2014-06-11
2724,-0.23058754056,2014-06-16
2736,0.0133041089736,2014-06-28
2778,-0.2387780856,2014-08-09
2781,-0.2174740272,2014-08-12
2788,-0.1812055104,2014-08-19
2801,-0.198418769208,2014-09-01
2807,-0.353911625784,2014-09-07
2813,-0.55103897376,2014-09-13
2814,-0.50521552416,2014-09-14
2819,0.46502440848,2014-09-19
2820,0.5426449416,2014-09-20
2821,0.116891856,2014-09-21
2823,-0.0444119328,2014-09-23
2826,-0.070973712,2014-09-26
2827,-0.6042537144,2014-09-27
2828,-0.602898768,2014-09-28
2829,-0.684323208,2014-09-29
2848,-0.5165417088,2014-10-18
2852,-0.2442296016,2014-10-22
2858,-0.55974983688,2014-10-28
2862,-0.267188652,2014-11-01
2867,-0.2328853032,2014-11-06
2868,-0.41981536764,2014-11-07
2869,-0.22295958912,2014-11-08
2870,-0.4074965712,2014-11-09
2871,-0.20214196056,2014-11-10
2872,-0.4011891336,2014-11-11
2873,-0.463659552,2014-11-12
2874,-0.22634323344,2014-11-13
2876,-0.17330386104,2014-11-15
2878,0.0962003088,2014-11-17
2879,0.110685798,2014-11-18
2886,-0.0321761808,2014-11-25
2887,-0.08820134064,2014-11-26
2889,-0.11010093696,2014-11-28
2892,-0.18481810824,2014-12-01
2894,-0.16558556328,2014-12-03
2899,-0.12124003968,2014-12-08
2901,-0.16107413112,2014-12-10
2903,-0.11045948184,2014-12-12
2906,-0.101208275064,2014-12-15
2907,0.000127711295999997,2014-12-16
2911,0.00520080696,2014-12-20
2912,-0.05660714808,2014-12-21
2914,0.030707908704,2014-12-23
2918,0.3900740652,2014-12-27
2919,0.0053857656,2014-12-28
2920,-0.0165797172,2014-12-29
2921,-0.0362706552,2014-12-30
2927,0.0877399344,2015-01-05
2930,0.30252463416,2015-01-08
2931,-0.1893742524,2015-01-09
2932,-0.161745743592,2015-01-10
2933,-0.09164651688,2015-01-11
2941,-0.08162311896,2015-01-19
2945,0.27718798104,2015-01-23
2967,-0.1633817628,2015-02-14
2973,-0.0653681232,2015-02-20
2976,0.42815818728,2015-02-23
2986,0.07346887704,2015-03-05
2993,-0.32742515304,2015-03-12
2994,-0.20967831072,2015-03-13
2996,-0.3667126716,2015-03-15
3006,-0.09725855112,2015-03-25
3017,-0.46571794776,2015-04-05
3022,-0.70949273544,2015-04-10
3027,-0.3667945032,2015-04-15
3029,-0.519614484192,2015-04-17
3034,-0.53417527704,2015-04-22
3037,-0.53133925104,2015-04-25
3040,-0.1313512632,2015-04-28
3041,-0.15633722304,2015-04-29
3050,-1.05495547608,2015-05-08
3051,-0.511548588,2015-05-09
3064,-0.6329575656,2015-05-22
3072,-0.4156752168,2015-05-30
3073,-0.4416389784,2015-05-31
3089,0.283475265192,2015-06-16
3096,-0.208733436,2015-06-23
3111,-0.295483788,2015-07-08
3125,-0.127444644,2015-07-22
3154,-0.17290182024,2015-08-20
3164,-0.2115093708,2015-08-30
3175,-0.1871652096,2015-09-10
3177,-0.37414388376,2015-09-12
3178,-0.25790295456,2015-09-13
3184,0.00309281760000001,2015-09-19
3185,-0.128515518,2015-09-20
3191,-0.02980599768,2015-09-26
3195,-0.12916470816,2015-09-30
3213,-0.23244517944,2015-10-18
3219,0.24184322496,2015-10-24
3221,-0.1837701864,2015-10-26
3267,0.0140826492,2015-12-11
3271,0.321478632,2015-12-15
3273,0.173392704,2015-12-17
3274,0.040293888912,2015-12-18
3288,0.623620944,2016-01-01
3298,0.4696887384,2016-01-11
3303,0.152152378128,2016-01-16
3312,0.00844391304,2016-01-25
3318,0.06214909896,2016-01-31
3320,0.4151016936,2016-02-02
3323,0.1735009632,2016-02-05
3324,0.173694132,2016-02-06
3327,-0.02722575456,2016-02-09
3336,-0.027306703368,2016-02-18
3343,-0.29257204536,2016-02-25
3345,-0.19521301968,2016-02-27
3354,-0.3223734984,2016-03-07
3368,-0.56595078,2016-03-21
3369,-0.16995003984,2016-03-22
3374,-0.55456895376,2016-03-27
3375,-0.60261153552,2016-03-28
3379,-0.29480772096,2016-04-01
3380,-0.53587182744,2016-04-02
3381,-0.51594660504,2016-04-03
3385,-0.44902164024,2016-04-07
3389,-0.6537961008,2016-04-11
3392,-0.5558174208,2016-04-14
3393,-0.46516665636,2016-04-15
3394,-0.6937811352,2016-04-16
3400,-0.81180363456,2016-04-22
3401,-0.9280784088,2016-04-23
3402,-0.7441419456,2016-04-24
3405,-0.7005850488,2016-04-27
3413,-0.9716819832,2016-05-05
3414,-1.1025645264,2016-05-06
3433,-1.0862488152,2016-05-25
3434,-1.2315766176,2016-05-26
3441,-0.7550050392,2016-06-02
3445,-0.6296196096,2016-06-06
3447,-0.5674940784,2016-06-08
3452,-0.8363104092,2016-06-13
3459,-0.633655008,2016-06-20
3460,-0.7711034112,2016-06-21
3464,-0.39535069896,2016-06-25
3477,-0.15386795208,2016-07-08
3484,-0.12179084832,2016-07-15
3485,-0.258691212,2016-07-16
3501,-0.3947999279904,2016-08-01
3515,-0.14348772,2016-08-15
3516,-0.3687340968,2016-08-16
3530,-0.5953793544,2016-08-30
3532,-0.6588010368,2016-09-01
3535,-0.020115327456,2016-09-04
3536,-0.544119768,2016-09-05
3540,-0.314503236,2016-09-09
3545,-0.787730076,2016-09-14
3556,-0.43172077248,2016-09-25
3557,-0.54727718904,2016-09-26
3563,-0.14071642704,2016-10-02
3566,-0.49518653832,2016-10-05
3572,-0.351043493976,2016-10-11
3576,-0.255278775312,2016-10-15
3577,-0.220032666,2016-10-16
3582,-0.13351796784,2016-10-21
3584,-0.08368497072,2016-10-23
3585,-0.13058432496,2016-10-24
3590,-0.09903114216,2016-10-29
3591,-0.14102199792,2016-10-30
3592,-0.14988737448,2016-10-31
3614,0.100885741272,2016-11-22
3617,-0.085425456816,2016-11-25
3622,0.18720898848,2016-11-30
3623,-0.09287040744,2016-12-01
3626,0.071822176416,2016-12-04
3627,0.05132952288,2016-12-05
3628,-0.14568566904,2016-12-06
3631,-0.13484939184,2016-12-09
3634,-0.172314066528,2016-12-12
3635,-0.14256269568,2016-12-13
3638,0.08561543616,2016-12-16
3640,0.278243537832,2016-12-18
3641,0.21780010512,2016-12-19
3642,0.1411195912128,2016-12-20
3647,0.097330767912,2016-12-25
3648,0.06501468996,2016-12-26
3650,-0.01848176784,2016-12-28
3651,-0.00847774728,2016-12-29
3658,0.165405132,2017-01-05
3661,0.00306384984,2017-01-08
3665,-0.0652718412,2017-01-12
3675,0.07842356496,2017-01-22
3678,0.22503127968,2017-01-25
3679,0.2006611704,2017-01-26
3680,0.3972574152,2017-01-27
3681,0.22359490776,2017-01-28
3682,0.10204811784,2017-01-29
3683,0.102774238776,2017-01-30
3687,-0.0052975134,2017-02-03
3691,0.09923652144,2017-02-07
3707,-0.22252383072,2017-02-23
3714,0.01505613744,2017-03-02
3719,-0.20998425096,2017-03-07
3723,-0.1197799056,2017-03-11
3730,-0.1399691448,2017-03-18
3736,-0.18646818624,2017-03-24
3737,-0.6667210008,2017-03-25
3738,-0.41900575536,2017-03-26
3742,-0.0275917752,2017-03-30
3743,-0.442076292,2017-03-31
3748,-0.38520331704,2017-04-05
3752,-0.40176935496,2017-04-09
3754,-0.51410587464,2017-04-11
3766,-0.6889300344,2017-04-23
3767,-0.34802018064,2017-04-24
3785,-0.32810266728,2017-05-12
3786,-0.4660631136,2017-05-13
3790,-0.551169566064,2017-05-17
3792,-0.4112616456,2017-05-19
3793,-0.49431452904,2017-05-20
3796,-0.183785041152,2017-05-23
3808,-0.2981196144,2017-06-04
3812,-0.06818526432,2017-06-08
3837,0.07218778752,2017-07-03
3841,-0.3023872776,2017-07-07
3846,0.22763635848,2017-07-12
3848,0.7389454824,2017-07-14
3849,-0.2284156584,2017-07-15
