Order,Variable,Value,DA_Check,DA_Min,DA_Max,Likely range,Unit,Variable explaination,References,Note 1
122,Cpool8,5252.333984,1,2000,8000,,gC/m2,Soil_passive_C_pool,"Sev: soc conc = 5 mg/g, soc content = 10000 cm2 * 160 cm * 1.5 g/cm3 * 5.0 mg/g / 1000 = 12000 C g/m2, from Kieft et al. (1998), Ecology",
123,CNini1,40,0,40,40,,unitless,Leaf C:N ratio,,
124,CNini2,60,0,60,60,,unitless,Stem C:N ratio,,
125,CNini3,40,0,40,40,,unitless,Root C:N ratio,,
126,CNini4,40,0,40,40,,unitless,Fine litter C:N ratio,,
127,CNini5,60,0,60,60,,unitless,Coarse litter C:N ratio,,
128,CNini6,8,0,8,8,,unitless,Soil active C:N ratio,,
129,CNini7,15,0,15,15,,unitless,Soil passive C:N ratio,,
130,CNini8,10,0,10,10,,unitless,Soil recalcitrant C:N ratio,,
131,vwc1,0.15206447,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 1,,
132,vwc2,0.26848784,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 2,,
133,vwc3,0.15118337,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 3,,
134,vwc4,0.25319368,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 4,,
135,vwc5,0.02420473,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 5,,
136,vwc6,0.07113085,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 6,,
137,vwc7,0.19625625,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 7,,
138,vwc8,0.20055442,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 8,,
139,vwc9,0.08265328,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 9,,
140,vwc10,0.08485014,1,0.02,0.3,according wsmax/wsmin,cm3/cm3,initial water content of soil layer 10,,
